32°43′32″N,32.72551375,117°09′47″W,-117.16299085,0.6847,350.68°
32°42′56″N,32.71546787,117°09′30″W,-117.15844627,0.1545,96.94°
32°43′20″N,32.72213174,117°09′55″W,-117.16534158,0.5065,330.741°
32°43′01″N,32.71685176,117°09′20″W,-117.15554148,0.3314,76.565°
32°43′09″N,32.71922535,117°10′22″W,-117.17268566,0.7164,289.663°
32°42′44″N,32.71230711,117°08′40″W,-117.1444378,0.9966,103.76°
32°42′54″N,32.71487231,117°09′20″W,-117.15550032,0.3302,100.44°
32°42′32″N,32.70881953,117°09′07″W,-117.15205963,0.71,132.337°
32°43′25″N,32.72353077,117°09′36″W,-117.15998927,0.5424,6.739°
32°43′07″N,32.71874273,117°09′21″W,-117.15594653,0.3638,55.192°
32°42′34″N,32.70954767,117°08′59″W,-117.14969017,0.7887,122.849°
32°42′21″N,32.70575148,117°09′14″W,-117.15388163,0.8074,148.748°
32°43′33″N,32.72581671,117°09′17″W,-117.15474847,0.788,27.87°
32°43′42″N,32.72841658,117°09′28″W,-117.15788039,0.8959,12°
32°42′38″N,32.71048202,117°10′12″W,-117.1699667,0.6315,234.886°
32°42′19″N,32.70535174,117°09′56″W,-117.16567824,0.766,200.417°
32°42′35″N,32.70975455,117°09′35″W,-117.15964637,0.4219,168.572°
32°42′56″N,32.71567954,117°10′33″W,-117.17581579,0.8567,269.734°
32°43′07″N,32.71870589,117°09′40″W,-117.16122054,0.2053,357.78°
32°42′53″N,32.71472087,117°09′08″W,-117.15208748,0.5279,97.651°
32°42′23″N,32.70633535,117°09′13″W,-117.15349548,0.7855,145.82°
32°43′46″N,32.72950062,117°09′59″W,-117.16630893,0.9986,342.288°
32°43′34″N,32.72618006,117°09′31″W,-117.15860684,0.7359,11.285°
32°42′26″N,32.70726435,117°09′33″W,-117.15908212,0.5971,168.758°
32°42′43″N,32.71206464,117°09′30″W,-117.15819546,0.3044,146.512°
32°42′51″N,32.71422798,117°10′28″W,-117.17442438,0.7828,262.342°
32°43′19″N,32.72198003,117°10′26″W,-117.1738377,0.858,300.191°
32°42′58″N,32.71623622,117°09′18″W,-117.15512672,0.3481,84.322°
32°43′14″N,32.72061288,117°09′53″W,-117.16459061,0.3938,328.817°
32°42′33″N,32.70924907,117°09′00″W,-117.15010014,0.7805,125.071°
32°42′15″N,32.70417994,117°10′09″W,-117.16927143,0.93,210.799°
32°42′43″N,32.71188349,117°10′19″W,-117.17183035,0.6794,246.915°
32°42′37″N,32.71024799,117°09′38″W,-117.16053511,0.3808,175.193°
32°43′26″N,32.72380256,117°09′41″W,-117.16128273,0.5575,358.811°
32°43′28″N,32.72440172,117°10′02″W,-117.16716787,0.6955,329.426°
32°42′10″N,32.70280301,117°09′37″W,-117.16030128,0.8952,177.086°
32°42′40″N,32.71114656,117°08′53″W,-117.14803137,0.8227,112.686°
32°42′59″N,32.71651833,117°10′39″W,-117.17750476,0.9564,273.237°
32°42′53″N,32.71465569,117°10′29″W,-117.17473497,0.7974,264.621°
32°43′46″N,32.72945835,117°09′30″W,-117.15839213,0.9611,9.371°
32°42′53″N,32.71472704,117°08′52″W,-117.14778218,0.7767,95.158°
32°43′40″N,32.72772301,117°09′38″W,-117.1606179,0.8288,1.873°
32°42′44″N,32.71220268,117°10′13″W,-117.17038802,0.5937,245.698°
32°42′19″N,32.70523798,117°09′04″W,-117.15104717,0.9313,141.188°
32°42′09″N,32.70259288,117°09′30″W,-117.15823298,0.9235,169.658°
32°42′53″N,32.71483973,117°10′21″W,-117.17259691,0.6724,264.705°
32°43′05″N,32.71809796,117°08′41″W,-117.14468688,0.9673,80.288°
32°42′29″N,32.70813887,117°10′15″W,-117.17083018,0.7727,227.183°
32°43′01″N,32.71701079,117°09′02″W,-117.15052204,0.6204,81.846°
32°43′20″N,32.72211303,117°08′55″W,-117.14869201,0.8446,58.552°
32°43′04″N,32.71768199,117°09′23″W,-117.15640189,0.3036,63.732°
32°42′49″N,32.71373981,117°10′10″W,-117.16943056,0.5046,254.12°
32°43′04″N,32.7176991,117°09′07″W,-117.15189384,0.5513,75.765°
32°43′08″N,32.71875307,117°10′23″W,-117.17293249,0.7198,286.831°
32°42′52″N,32.71432913,117°08′48″W,-117.14679816,0.8364,96.682°
32°42′42″N,32.71159064,117°09′33″W,-117.15903269,0.3105,157.407°
32°42′07″N,32.70192296,117°09′38″W,-117.16051701,0.9554,178.023°
32°43′26″N,32.72399339,117°08′59″W,-117.14964732,0.8762,49.368°
32°43′03″N,32.7174752,117°09′50″W,-117.16380039,0.1984,307.238°
32°42′08″N,32.70228026,117°09′32″W,-117.15900225,0.938,172.584°
32°43′03″N,32.7175111,117°09′04″W,-117.15111523,0.5925,78.06°
32°43′05″N,32.71811112,117°09′38″W,-117.16048944,0.1676,11.899°
32°43′04″N,32.71768736,117°09′03″W,-117.15083352,0.6111,77.26°
32°42′31″N,32.70859651,117°09′13″W,-117.15349227,0.6622,138.188°
